CODI_SAD;ANY;GEN_DIARI;FEB_DIARI;MAR_DIARI;ABR_DIARI;MAI_DIARI;JUN_DIARI;JUL_DIARI;AGO_DIARI;SET_DIARI;OCT_DIARI;NOV_DIARI;DES_DIARI
AFLUENT_OSOR;2012;0,373548387;0,316551724;0,27483871;0,348;0,21;0,979375217;0,358134704;0,011612903;0,088;0,281612903;0,392;0,293225806
AFLUENT_OSOR;2013;0,226129032;0,16;6,293037153;2,980286111;3,004997984;2,281129861;1,458654906;1,634728495;2,073528125;2,375983756;3,504344792;5,262907594
AFLUENT_OSOR;2014;7,617574933;11,76610417;8,427938844;0,690666667;0,406451613;0,447;0,321612903;0,357741935;0,7341;0,495387097;0,563066667;1,526612903
AFLUENT_OSOR;2015;0,216451613;0,191071429;1,362258065;0,333666667;0,117741935;0,053666667;0,001612903;0,040645161;0,134333333;0,049354839;0,252666667;0,068064516
AFLUENT_OSOR;2016;0,125967742;0,174103448;0,274870968;0,509233333;0,367774194;0,111533333;0,006225806;0,047858312;0,022163151;0,111714348;0,141346771;0,257339922
AFLUENT_OSOR;2017;0,178302798;0,167897149;0,173678282;0,162413126;0,204939666;0,075650404;0,022335683;;0,104627022;0,123520145;0,090909034;0,101045089
AFLUENT_OSOR;2018;0,137029882;0,422871339;0,396025563;1,446425652;0,94150161;0,785397963;0,136112224;0,170388359;0,174232303;2,209483871;4,476266667;0,516
AFLUENT_OSOR;2019;0,309354839;0,262;0,226161457;0,27479723;0,251703356;0,094329219;0,022499001;0,010604496;0,151045472;0,329930754;0,174060794;0,917905463
AFLUENT_OSOR;2020;8,948056106;;;;;;0,281669357;0,171345246;0,204474336;0,219581317;0,551474155;0,394381767
AFLUENT_OSOR;2020;8,948056106;1,164616095;;;;;0,236238815;0,171345246;0,204474336;0,219581317;0,551474155;0,394381767
AFLUENT_OSOR;2021;0,304554256;0,315328324;0,239938187;0,22043432;0,263401325;0,095466836;0,013681753;0,048314116;0,077902237;0,056347704;0,255674669;0,122187402
AFLUENT_OSOR;2021;0,304554256;0,315328324;0,239938187;0,22043432;0,263401325;0,095466836;0,013681753;0,048314116;0,077902237;0,056347704;0,255674669;0,122187402
AFLUENT_OSOR;2022;0,112431423;0,079125511;0,716498837;0,528543353;0,206881341;0,030408442;0,001513105;0,020624872;0,013735666;0,03815439;0,05421904;0,064139205
AFLUENT_OSOR;2022;0,112431423;0,079125511;0,716498837;0,528543353;0,206881341;0,030408442;0,001513105;0,020624872;0,013735666;0,03815439;0,05421904;0,064139205
AFLUENT_OSOR;2023;0,075673504;0,138599446;0,088019088;0,062143131;0,192224578;0,195475943;0,048167542;0,052049192;0,044281975;0,003170239;0,023443182;0,047924049
AFLUENT_OSOR;2023;0,075673504;0,138599446;0,088019088;0,062143131;0,192224578;0,195475943;0,031075834;0,008395031;0,01771279;0,000511329;0,018754546;0,047924049
AFLUENT_OSOR;2024;0,06013682;0,068458901;0,132337629;0,16390765;0,199382939;0,218909503;0,034829005;0,056405398;0,026257272;0,063474253;0,130395181;0,074161888
AFLUENT_OSOR;2024;0,06013682;0,066098249;0,132337629;0,16390765;0,199382939;0,218909503;0,034829005;0,056405398;0,026257272;0,063474253;0,130395181;0,074161888
AFLUENT_OSOR;2025;0,06606716;0,174581488;5,662973158;0,389176447;1,210371852;0,14946736;0,344880567;;;;;
AFLUENT_PASTERAL_1;2010;;;7,673917409;8,531185018;16,46703957;19,64137835;17,621527;15,44591146;16,55489684;40,60454177;48,70180069;12,87170878
AFLUENT_PASTERAL_1;2011;9,520379704;7,6953121;46,14690614;19,07367088;14,93935223;20,46273264;15,60725515;15,48520943;;;;
AFLUENT_PASTERAL_1;2012;;;10,6468358;10,13866157;12,71873687;;;;;;;
AFLUENT_PASTERAL_1;2013;;;5,217832506;9,819572383;10,67047212;16,80858315;17,8896775;16,04754851;;;;
AFLUENT_PASTERAL_1;2014;;;;;;15,97650494;15,68709924;13,19893996;18,33582502;16,67128482;16,30211927;54,02054501
AFLUENT_PASTERAL_1;2015;12,31750851;11,98494308;12,48279208;15,18423667;13,87725123;16,64251867;19,10392229;13,92895296;13,21307285;12,90629551;11,80287605;10,26545105
AFLUENT_PASTERAL_1;2016;9,881865143;9,364121251;9,824100467;10,63902388;9,425513981;12,79450197;17,42217821;15,5111791;12,54004593;9,962649545;9,73663125;8,527708872
AFLUENT_PASTERAL_1;2017;8,877512969;8,835626386;9,298237485;9,983255787;12,87369747;17,73718902;16,98665041;14,69241622;12,42716389;11,27841241;10,2933765;7,234746437
AFLUENT_PASTERAL_1;2018;7,198370588;6,434842492;6,590002498;7,5128438;17,53767964;28,64535247;17,15161635;14,13288089;17,64921418;49,01117338;60,61543409;14,72039665
AFLUENT_PASTERAL_1;2019;9,745183273;11,78773336;10,77007825;10,71073553;10,65624514;17,0448228;17,76387742;15,11559355;11,90403667;10,0129685;7,468296052;7,489573604
AFLUENT_PASTERAL_1;2020;59,7015474;28,01370921;11,37464676;27,87119398;27,73922889;57,08641624;16,38369523;17,80337185;20,79235854;10,78308205;17,01806874;13,31246965
AFLUENT_PASTERAL_1;2020;59,7015474;28,01370921;11,37464676;27,87119398;27,73922889;57,08641624;16,38369523;17,80337185;20,79235854;10,78308205;17,01806874;13,31246965
AFLUENT_PASTERAL_1;2021;9,521852499;9,952251152;9,693366681;10,65552773;11,69579954;15,47186818;16,19374445;13,84907371;12,25228163;10,17133594;9,683203345;9,480095196
AFLUENT_PASTERAL_1;2021;9,521852499;9,952251152;9,693366681;10,65552773;11,69579954;15,47186818;16,19374445;13,84907371;12,25228163;10,17133594;9,683203345;9,480095196
AFLUENT_PASTERAL_1;2022;9,23441736;8,705215719;8,675955332;8,997300793;10,58154057;15,19225303;15,78020693;12,30566629;10,88509844;7,164913485;7,529532997;6,259775589
AFLUENT_PASTERAL_1;2022;9,23441736;8,705215719;8,675955332;8,997300793;10,58154057;15,19225303;15,78020693;12,30566629;10,88509844;7,164913485;7,529532997;6,259775589
AFLUENT_PASTERAL_1;2023;6,515818758;6,733567307;5,246982076;4,800297338;5,148759745;8,489637692;10,85416095;9,094665099;5,999034192;5,636452996;5,22560812;4,473464606
AFLUENT_PASTERAL_1;2023;6,515818758;6,733567307;5,246982076;4,800297338;5,148759745;8,489637692;10,85416095;9,094665099;5,999034192;5,636452996;5,22560812;4,473464606
AFLUENT_PASTERAL_1;2024;9,23441736;8,705215719;8,675955332;8,997300793;10,58154057;15,19225303;15,78020693;12,30566629;10,88509844;7,164913485;7,529532997;6,259775589
AFLUENT_PASTERAL_1;2024;4,186770644;3,724910042;2,899372239;3,168667824;3,687450192;5,956505529;11,49565626;11,31354267;8,098045688;7,926712972;6,925837153;7,145171371
AFLUENT_PASTERAL_1;2025;5,692507616;6,55323682;6,328060975;5,27817712;6,84861219;11,47839676;12,71154248;;;;;
AFLUENT_TERRI_1;2007;0,248709677;0,238571429;0,236612903;0,3345;0,307419355;0,299;0,264193548;0,286451613;0,2655;0,255854839;0,2405;0,251666667
AFLUENT_TERRI_1;2008;0,250680645;0,24212069;0,239637037;0,259254545;0,301403333;0,34264;0,307619355;0,290068211;0,287400958;0,276761472;0,279886831;0,354376846
AFLUENT_TERRI_1;2009;0,368486111;0,369746127;0,345782445;0,37512303;0,349022084;0,309057715;0,29128209;0,267651967;0,256736243;0,267528474;0,265812634;0,256194616
AFLUENT_TERRI_1;2010;0,256627572;0,283040369;0,308842608;0,291017691;0,335439012;0,293033657;0,279430511;0,27895084;0,291825168;0,335494115;0,335497949;0,337630948
AFLUENT_TERRI_1;2011;0,337169153;0,336671057;0,44258078;0,38579809;0,383048635;0,364764584;;;;;;
AFLUENT_TERRI_1;2012;;;;;;;;;;;;
AFLUENT_TERRI_1;2013;;;;;;;;;;;;
AFLUENT_TERRI_1;2014;;;;;;;;;;;;
AFLUENT_TERRI_1;2015;;;;;;;;;;;;
AFLUENT_TERRI_1;2016;;;;;;;;;;;;
AFLUENT_TERRI_1;2017;;;;;;;;;;;;
AFLUENT_TERRI_1;2018;;;;;;;;;;;0,594814141;0,414875
AFLUENT_TERRI_1;2019;0,410412759;0,384522555;0,342964382;0,320357292;0,322100323;0,284679524;0,272658991;0,278625796;0,272274945;0,28159983;0,273196944;0,315245713
AFLUENT_TERRI_1;2020;0,854492418;0,30219689;0,32745404;0,701781602;0,342429403;0,379410066;0,260870968;0,204039158;0,223253819;0,214165997;0,307547607;0,277277071
AFLUENT_TERRI_1;2020;0,409860872;0,392975015;0,39451508;0,442665303;0,404510838;0,416004057;0,377560364;0,357413081;0,361502361;0,359366705;0,381621709;0,374196143
AFLUENT_TERRI_1;2021;0,207167393;0,237942336;0,233600226;0,179553502;0,225780242;0,169583333;0,125642809;0,123810484;0,131075347;0,105909274;0,121720486;0,108622984
AFLUENT_TERRI_1;2021;0,358222129;0,371126394;0,360022473;0,339631237;0,358560148;0,336679861;0,311969086;0,303315524;0,296687544;0,265994923;0,271768403;0,2740709
AFLUENT_TERRI_1;2022;0,121379049;0,121673417;0,15341486;0,184674629;0,144927942;0,116753972;0,086918642;0,114981539;0,112412707;0,114548583;0,133289075;0,13214777
AFLUENT_TERRI_1;2022;0,270029315;0,272452495;0,302273521;0,323676819;0,320317438;0,294120486;0,219308468;0,211504704;0,224413368;0,258363285;0,284134375;0,270925739
AFLUENT_TERRI_1;2023;0,126554702;0,177041823;0,121190987;0,148344718;0,128213181;0,217148936;0,172346986;0,139876608;0,135209831;0,128689583;0,145811414;0,145403179
AFLUENT_TERRI_1;2023;0,268897477;0,286421891;0,271578965;0,276606295;0,271125336;0,290834547;0,282663306;0,277565804;0,274136607;0,274673282;0,278223264;0,281296035
AFLUENT_TERRI_1;2024;0,140447285;0,153218692;0,077362326;0,09619663;0,202856635;0,242864383;0,211551449;0,209627861;0,128780306;0,161790372;0,148157525;0,115463676
AFLUENT_TERRI_1;2024;0,279513777;0,282461925;0,243533302;0,248774653;0,291941416;0,310373433;0,301894489;0,296961464;0,274417957;0,284478159;0,278284274;0,268062216
AFLUENT_TERRI_1;2025;0,270600665;0,282972308;0,363911807;0,343320151;0,378349208;0,400506277;0,393961041;;;;;
C_AMBIEN_REC_MOLI;QUALSEVOL;0,205346476;0,227347884;0,205346476;0,212191358;0,205346476;0,212191358;0,205346476;0,205346476;0,212191358;0,205346476;0,212191358;0,205346476
C_AMBIEN_REC_SENTMENAT;QUALSEVOL;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3
CONTROL_ABADESSES_TER;2007;1,112068209;1,262813718;0,762552231;10,21142448;4,879214682;3,321860437;1,41119977;1,89743249;1,076915309;1,634438583;1,227109955;1,017316346
CONTROL_ABADESSES_TER;2008;0,580819748;0,431302449;0,328074476;2,770239394;13,0333307;7,992138787;4,868120541;2,573738895;3,023832496;1,58335069;7,599827343;3,023568695
CONTROL_ABADESSES_TER;2009;5,147468805;7,110188012;3,548337866;10,10366834;9,355614625;3,651123289;2,890538577;1,426903268;0,532386382;1,26167807;1,102093839;1,072471474
CONTROL_ABADESSES_TER;2010;1,020752908;1,216880626;3,806810921;2,995539513;10,80911168;7,591638205;3,747637084;7,444983191;2,619138441;13,2287465;3,549348015;2,574609178
CONTROL_ABADESSES_TER;2011;1,607547122;1,914422722;13,71547043;6,515546139;6,706217753;8,662329612;2,427829352;1,565491741;2,215584708;1,102093724;9,882502332;4,265970599
CONTROL_ABADESSES_TER;2012;2,178081767;1,336934554;2,090577376;3,178728079;3,972994399;3,04278304;1,00850047;0,855684547;0,52851233;1,965105518;2,449536067;1,483880587
CONTROL_ABADESSES_TER;2013;1,124004435;0,951655525;9,272256106;6,905040082;9,325257798;6,005095742;4,772747568;3,617083628;3,121484327;2,293595366;4,15867632;2,393871215
CONTROL_ABADESSES_TER;2014;2,143315439;2,660549591;2,558732527;5,544429468;4,889903278;3,784485539;4,351885049;4,944508863;5,877599975;4,157445789;9,042408812;9,468993839
CONTROL_ABADESSES_TER;2015;3,286719813;2,085981738;6,901972633;7,631866554;3,664641916;4,318976602;2,523255195;3,045761854;2,91389832;4,941367134;12,22245943;2,534124907
CONTROL_ABADESSES_TER;2016;1,701688797;1,360068172;2,492816228;5,795399279;7,590244728;13,67675866;1,917928467;0,985072054;1,56170644;2,263082424;5,2381355;6,048034781
CONTROL_ABADESSES_TER;2017;3,791568002;14,83850138;8,296253156;6,077445731;5,163650255;3,300114899;2,204456078;1,347962354;1,768028724;1,522537231;1,193327958;1,304417122
CONTROL_ABADESSES_TER;2018;2,062062631;4,548795259;6,146417713;14,42012999;10,22789748;8,735503964;5,267903826;3,960698146;5,404172198;15,68866147;14,86526541;5,983328726
CONTROL_ABADESSES_TER;2019;3,104720359;2,611231058;1,780965478;3,01162448;5,097017507;3,337772731;2,279493261;1,665904598;1,795017343;3,792732131;3,646549023;8,198803344
CONTROL_ABADESSES_TER;2020;14,16924571;8,761444823;5,704772109;8,986090308;10,21020593;15,12771257;7,791849022;6,204221282;6,796558472;5,146869977;7,512916659;6,02633977
CONTROL_ABADESSES_TER;2021;3,725994993;6,519293904;5,136393035;4,283754123;5,414348831;4,265721671;2,234011153;1,92774099;2,392501205;2,095198966;3,364135333;2,91773641
CONTROL_ABADESSES_TER;2022;1,955325946;1,379392665;4,615217305;4,031873879;3,995169126;2,189932901;1,374502427;2,232639715;2,707112014;1,618550112;1,216524128;0,963913644
CONTROL_ABADESSES_TER;2023;0,783369109;1,17430286;1,317992043;1,032750921;2,159183373;5,094435801;2,484713233;1,840588753;1,64721818;1,195977253;1,138216543;1,2346699
CONTROL_ABADESSES_TER;2024;0,973614627;0,848365072;1,572334422;2,564345577;6,209133924;4,25591794;2,080750177;1,101819733;1,446503144;2,052341734;3,084762941;1,848519041
CONTROL_ABADESSES_TER;2025;1,166769863;1,070381044;12,27516265;7,588195874;6,626068548;3,916643728;2,98842933;;;;;
CONTROL_CAMRPDON_TER;2019;;;;;;2,86685385;1,75406631;1,363527161;1,314557404;1,763887037;2,315804186;4,083879532
CONTROL_CAMRPDON_TER;2020;8,020181588;6,042611053;4,187755092;6,005327614;7,244063429;10,15684844;5,798801743;3,826511115;4,031762493;2,950393087;4,272572868;4,115876126
CONTROL_CAMRPDON_TER;2021;2,440861827;3,635597878;3,443113177;2,44728049;4,266481725;3,891837817;2,096015266;1,757214244;1,664255775;;;
CONTROL_CAMRPDON_TER;2022;1,354751764;1,247325233;3,044147615;3,413806362;3,233973814;1,94366228;1,284906976;1,830595639;1,833973786;1,414099405;1,062408391;0,949864286
CONTROL_CAMRPDON_TER;2023;0,776145105;0,698065054;1,076951305;1,047996732;1,874505739;4,383706928;1,845202083;1,522526882;1,533069444;1,138963038;1,072420139;1,105821909
CONTROL_CAMRPDON_TER;2024;0,859257393;0,754166667;1,476584005;2,113845238;;3,556363839;2,44533871;1,739854839;1,619034028;1,855081989;2,573290278;1,89906922
CONTROL_CAMRPDON_TER;2025;1,480105335;1,301436756;4,31402957;4,945802778;4,714412634;3,568033333;3,190992647;;;;;
CONTROL_PASTERAL_2;2007;3,223096774;3,318857143;3,471806452;3,717966667;4,186516129;8,1555;8,285483871;5,716483871;5,4918;2,484258065;2,2828;1,892387097
CONTROL_PASTERAL_2;2008;1,282548387;1,182655172;1,124548387;0,916833333;0,919580645;2,1397;7,62183871;8,567774194;4,838066667;3,817645161;3,090333333;3,375387097
CONTROL_PASTERAL_2;2009;4,08616129;7,145857143;5,675709677;26,7524;23,30777419;10,2032;11,09148387;11,2483871;6,802333333;5,374483871;4,3118;4,083935484
CONTROL_PASTERAL_2;2010;4,137548387;4,208821429;4,265516129;4,4104;15,01403226;22,40773333;16,5453871;11,34070968;8,357766667;9,848951375;10,08793333;8,940032258
CONTROL_PASTERAL_2;2011;5,697096774;4,241785714;38,03303226;22,55133333;18,37935484;32,24166667;11,45612903;19,26709677;7,359;5,479032258;24,3037;11,27858065
CONTROL_PASTERAL_2;2012;6,463419355;5,094896552;5,17083871;5,097166667;6,844451613;10,86641037;11,1776129;10,53009677;7,124033333;4,667709677;4,382233333;4,591451613
CONTROL_PASTERAL_2;2013;4,385967742;4,247607143;4,707193548;4,096766667;7,054064516;12,65986667;12,31148387;10,99770968;11,6;7,970548387;7,183333333;5
CONTROL_PASTERAL_2;2014;5;4,568571429;4,29;4,585666667;4,778709677;9,133333333;10,28258065;8,057096774;15,28766667;13,34741935;10,556;46,81903226
CONTROL_PASTERAL_2;2015;6,579354839;4,864642857;7,960322581;10,20266667;8,834516129;10,36133333;12,51806452;6,934516129;6,247166667;6,409354839;5,463666667;5,577419355
CONTROL_PASTERAL_2;2016;5,290576903;5,108636276;5,515306484;5,754262333;5,233935484;8,095666667;12,28639023;10,5449254;7,245357454;5,332619355;4,723333333;4,365806452
CONTROL_PASTERAL_2;2017;4,434043235;4,697380053;4,917823253;4,967352431;7,067862343;11,84732155;11,41271976;9,671203293;7,236951501;6,352504032;5,850719329;3,781329973
CONTROL_PASTERAL_2;2018;3,328841398;2,75481374;2,955951613;3,465036667;14,74394839;26,32053597;11,96631563;9,490738575;11,55331495;44,39138711;56,36673359;11,51407529
CONTROL_PASTERAL_2;2019;5,122396414;5,094318769;5,775322985;6,560520185;7,155232115;11,40645131;11,62803507;11,45510204;7,545134611;5,956400933;4,879078786;4,139615194
CONTROL_PASTERAL_2;2020;55,0033908;24,90279065;8,050497114;24,19099084;22,73235674;51,5475015;11,58083658;13,75726691;15,73270099;6,850178091;12,96748911;9,788212477
CONTROL_PASTERAL_2;2020;55,0033908;24,90279065;8,050497114;24,19099084;22,73235674;51,5475015;11,58083658;13,75726691;15,73270099;6,850178091;12,96748911;9,788212477
CONTROL_PASTERAL_2;2021;5,498537192;5,565288404;6,124791407;6,973985851;7,119355998;10,36840935;11,32803644;10,34253613;6,76388806;6,121205258;5,710116949;5,568521224
CONTROL_PASTERAL_2;2021;5,498537192;5,565288404;6,124791407;6,973985851;7,119355998;10,36840935;11,32803644;10,34253613;6,76388806;6,121205258;5,710116949;5,568521224
CONTROL_PASTERAL_2;2022;5,620829206;5,25633501;5,12947322;5,885118405;6,748533754;10,81221783;10,79627487;8,232456614;6,276082091;3,759338457;3,407070392;3,162119029
CONTROL_PASTERAL_2;2022;5,620829206;5,25633501;5,12947322;5,885118405;6,748533754;10,81221783;10,79627487;8,232456614;6,276082091;3,759338457;3,407070392;3,162119029
CONTROL_PASTERAL_2;2023;3,173901587;2,721137772;2,208213452;2,191473143;2,293135617;4,726946516;6,954276202;6,309903838;3,384548992;2,575848993;2,439051817;2,166115963
CONTROL_PASTERAL_2;2023;3,173901587;2,721137772;2,208213452;2,191473143;2,293135617;4,726946516;6,954276202;6,309903838;3,384548992;2,575848993;2,439051817;2,166115963
CONTROL_PASTERAL_2;2024;2,188873899;1,636414619;1,126908494;1,183552747;1,749732012;2,971685864;7,979930519;7,521140423;4,893322963;3,912981217;3,168330477;3,242528385
CONTROL_PASTERAL_2;2024;2,188873899;1,636414619;1,126908494;1,183552747;1,749732012;2,971685864;7,979930519;7,521140423;4,893322963;3,912981217;3,168330477;3,242528385
CONTROL_PASTERAL_2;2025;3,316795798;3,136702102;3,593033897;3,152991738;3,517133676;7,850422059;7,907794702;;;;;
CONTROL_RIPOLL_TER;2007;1,967878956;2,026286967;1,74544123;18,86260652;11,86783015;6,943005025;3,358297041;4,625010972;2,270172095;2,893754563;2,114071768;1,843761493
CONTROL_RIPOLL_TER;2008;2,101875211;2,270947387;2,275748636;7,137718579;38,10027372;24,27604833;13,87404733;7,887982612;6,091802912;3,300793876;20,09158714;6,510680183
CONTROL_RIPOLL_TER;2009;8,619836616;10,84531924;7,421862218;17,60425142;18,96513994;9,608400856;8,019353335;4,536438786;3,331811968;3,770188857;3,130096258;3,991630761
CONTROL_RIPOLL_TER;2010;3,047789345;4,155753626;9,244753093;7,121724815;23,97380515;19,55881353;10,86178876;10,33025426;5,989526592;23,93761503;6,006282438;5,50912053
CONTROL_RIPOLL_TER;2011;3,89404744;4,255930459;27,76343996;13,98560243;15,94372878;20,97809799;9,0139715;7,702943353;4,592634872;3,565358716;31,18036319;8,417600021
CONTROL_RIPOLL_TER;2012;4,348457452;3,17202796;4,862118668;7,236568466;9,990845396;6,789311651;2,966606002;2,485592903;2,660199323;4,845710752;5,587946439;3,578653741
CONTROL_RIPOLL_TER;2013;3,349105118;3,036093479;19,4930778;19,75354117;29,54977598;16,0560618;13,93759427;7,942651444;6,751206252;4,058354298;9,068234901;4,311079766
CONTROL_RIPOLL_TER;2014;4,456982944;5,638492176;5,985698095;15,82009206;11,4679133;9,473385408;10,31964301;10,32131219;16,35366923;9,70071029;23,26594114;26,59883462
CONTROL_RIPOLL_TER;2015;7,705249951;6,310810014;12,16453911;11,57838536;9,248163948;8,907420088;6,747909341;7,908948672;7,605597013;8,975419483;19,88164919;6,857815685
CONTROL_RIPOLL_TER;2016;5,871756656;5,29245371;6,403342276;11,39618612;13,75389077;18,6590733;7,654066856;4,955204225;3,69982983;5,182151574;8,200231759;7,381184546
CONTROL_RIPOLL_TER;2017;5,376909613;19,01074332;16,75163207;13,03534423;11,06904892;6,410748406;3,638222946;2,431299123;2,858665556;3,013077985;2,309315038;1,991330309
CONTROL_RIPOLL_TER;2018;3,395448997;7,153713632;13,45613352;31,50417246;23,58145104;20,76019883;10,05483069;10,67261787;12,68375548;41,0145904;26,02041382;8,395933268
CONTROL_RIPOLL_TER;2019;4,819919684;3,964079395;3,400734502;5,515904045;9,668257463;6,527237986;4,592876208;2,374894177;2,567637348;6,715103694;7,117442108;16,47062901
CONTROL_RIPOLL_TER;2020;37,88316126;16,14020747;10,69953858;16,47702517;22,86685603;35,98372199;13,87932663;14,70155842;11,38663633;8,418100334;14,95390013;9,586880527
CONTROL_RIPOLL_TER;2021;5,756331773;9,320269212;7,893385237;6,536797903;12,50564439;11,07363367;4,957490174;3,976315765;4,721240804;3,506708845;4,907110053;3,684377939
CONTROL_RIPOLL_TER;2022;2,883447382;2,409156945;7,434646907;7,544631809;7,955926192;4,021720752;2,093235813;4,205818035;5,60935049;3,261490161;2,409200352;2,30680521
CONTROL_RIPOLL_TER;2023;1,70453994;2,25168008;2,607945502;2,116871602;4,052940124;10,28353978;4,380768196;3,281604786;2,730842742;2,211257573;2,365005546;2,467245824
CONTROL_RIPOLL_TER;2024;1,856291745;1,641156258;3,604866773;7,361772211;17,14984004;11,86932151;4,856484579;3,303559749;3,548199434;5,473583804;7,04657344;3,710205876
CONTROL_RIPOLL_TER;2025;2,683374602;2,486093893;26,01796633;18,75889379;17,63559588;8,139971982;6,720342572;;;;;
CONTROL_RODA_TER;2007;;;;;;;;;;;;
CONTROL_RODA_TER;2008;;;;;;;;;;;;
CONTROL_RODA_TER;2009;;;;;;;;;;;;
CONTROL_RODA_TER;2010;;;;;;;;;;;;
CONTROL_RODA_TER;2011;;;;;;;;;;;;
CONTROL_RODA_TER;2012;;;;;;;;;;;;
CONTROL_RODA_TER;2013;;;;;;;;;;;;
CONTROL_RODA_TER;2014;;;;;;;;;;;;
CONTROL_RODA_TER;2015;;;;;;;;;;;;
CONTROL_RODA_TER;2016;;;;;;;;;;;;
CONTROL_RODA_TER;2017;;;;;;;;;;;;
CONTROL_RODA_TER;2018;;;;;;;;;;;;
CONTROL_RODA_TER;2019;;;;;;;;;;;;
CONTROL_RODA_TER;2020;;;;;;;;19,62467127;11,80232523;8,625455886;19,71999123;10,2126251
CONTROL_RODA_TER;2021;7,318460063;10,49880711;8,941531661;8,157436177;14,73883769;10,30607185;5,31596857;4,434864786;5,848657152;4,298879815;6,620632575;5,014216272
CONTROL_RODA_TER;2022;3,994217422;3,352657246;10,46625066;9,79211459;9,857021853;5,105221176;1,878856583;5,649515234;8,121925421;4,200918369;2,812673797;2,967270626
CONTROL_RODA_TER;2023;2,178969037;3,734565285;3,569874131;2,80614789;7,500125433;15,45391503;4,6326587;3,860279008;3,076450322;2,309096138;2,251761878;2,592313206
CONTROL_RODA_TER;2024;2,079451259;1,631118116;4,808145583;8,360532288;21,02282392;20,63266819;5,603549263;3,812080883;3,691184952;7,242685094;9,418164371;4,498006814
CONTROL_RODA_TER;2025;2,997324098;3,441216419;41,94273388;24,33871775;24,01981186;10,08429641;10,15661275;;;;;
CONTROL_TER_COLOMERS;2007;7,8035256;9,042003472;7,853154866;16,96791215;12,19315589;124,6970658;124,1640236;125,5494532;122,3813276;119,4832991;111,9651177;111,28644
CONTROL_TER_COLOMERS;2008;100,769;97,96;;7,933158397;11,98527198;15,36714099;14,72637722;6,144527466;2,99800891;2,795342038;8,988700983;21,30314243
CONTROL_TER_COLOMERS;2009;7,103171013;12,39056834;11,91568271;44,78247195;30,61977144;11,15881506;12,08510967;11,24955044;9,971059722;8,667179351;8,090369732;7,711270497
CONTROL_TER_COLOMERS;2010;7,926871416;11,75467795;15,27071991;9,742714218;22,07388259;16,85025347;9,641574301;9,977038607;13,60278241;18,00925911;15,0768401;13,66699143
CONTROL_TER_COLOMERS;2011;9,922221974;8,000368184;71,57923636;30,46448758;28,54444265;25,77873928;;;;;;
CONTROL_TER_COLOMERS;2012;;;;;;;;;;;;
CONTROL_TER_COLOMERS;2013;;;;;;;18,477384;15,88558177;19,35400625;17,01292652;22,19871331;14,94164908
CONTROL_TER_COLOMERS;2014;14,18553954;14,2557345;13,08404842;15,05641296;12,62427755;13,7261125;16,97241151;15,59981216;19,71220994;27,0560224;26,21822778;97,30390973
CONTROL_TER_COLOMERS;2015;19,08207135;15,32121503;25,45849496;22,86461262;16,60087735;12,97249201;14,66599492;14,01693459;13,33618068;14,73184689;15,64144803;13,42420178
CONTROL_TER_COLOMERS;2016;13,21303315;13,91230867;13,46179693;14,92722234;14,48382807;12,7159397;13,82457908;13,91732661;13,32919977;15,27866784;13,04759688;12,75107941
CONTROL_TER_COLOMERS;2017;18,71913316;19,45898071;16,84931384;13,44049757;12,47187612;14,63301569;14,46542552;11,5381903;13,01044676;12,06700358;11,46521192;8,70618862
CONTROL_TER_COLOMERS;2018;8,544638889;9,590704241;8,832360439;8,369576383;26,58099085;42,02540422;16,6792661;13,98339628;19,49306299;79,5446824;143,0363248;29,00746112
CONTROL_TER_COLOMERS;2019;15,57747961;13,16941406;12,77652136;14,07325984;14,29532878;12,92896989;12,95890456;12,65884857;12,54862269;6,33449821;3,984930546;8,020004466
CONTROL_TER_COLOMERS;2020;88,40545524;31,64806662;12,41384185;59,12779793;31,73466768;57,11425443;10,9267399;10,30354523;15,81598953;15,9992077;31,20315292;25,45449633
CONTROL_TER_COLOMERS;2020;88,40545524;31,64806662;12,41384185;59,12779793;31,73466768;57,11425443;10,9267399;10,30354523;15,81598953;15,9992077;31,20315292;25,45449633
CONTROL_TER_COLOMERS;2021;14,94337554;13,98995504;14,11182631;7,167012789;7,736692988;5,312808565;5,357670139;5,779961582;5,530779352;4,226202845;5,982905972;5,149214494
CONTROL_TER_COLOMERS;2021;14,94337554;13,98995504;14,11182631;7,167012789;7,736692988;5,312808565;5,357670139;5,779961582;5,530779352;4,226202845;5,982905972;5,149214494
CONTROL_TER_COLOMERS;2022;5,36954461;4,877181645;7,817967678;7,209184778;5,622505176;5,18321628;4,851731746;4,496692168;4,985311259;4,518513379;3,631019615;3,420877166
CONTROL_TER_COLOMERS;2022;5,36954461;4,877181645;7,817967678;7,209184778;5,622505176;5,18321628;4,851731746;4,496692168;4,985311259;4,518513379;3,631019615;3,420877166
CONTROL_TER_COLOMERS;2023;3,342071899;3,577899457;2,763224936;2,681170486;2,899472222;3,275933788;3,520380936;3,464921483;2,893976968;2,481785719;4,557799798;7,144041776
CONTROL_TER_COLOMERS;2023;3,342071899;3,577899457;2,763224936;2,681170486;2,899472222;3,275933788;3,520380936;3,464921483;2,893976968;2,481785719;2,692473899;3,394758327
